dataset_id,arxiv_id,status,file_size_kb,file_path
Thaweewat/LaMini-instruction-th,2304.14402,already_exists,1539.408203125,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\Thaweewat_LaMini-instruction-th_2304.14402.pdf
ceval/ceval-exam,2305.08322,already_exists,5003.0,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\ceval_ceval-exam_2305.08322.pdf
lighteval/mmlu,2009.03300,already_exists,2026.3076171875,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\lighteval_mmlu_2009.03300.pdf
lighteval/mmlu,2005.00700,already_exists,1888.666015625,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\lighteval_mmlu_2005.00700.pdf
lighteval/mmlu,2005.14165,already_exists,6609.41796875,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\lighteval_mmlu_2005.14165.pdf
lighteval/mmlu,2008.02275,already_exists,2789.4638671875,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\lighteval_mmlu_2008.02275.pdf
hltcoe/megawika,2307.07049,already_exists,2282.2314453125,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\hltcoe_megawika_2307.07049.pdf
tau/zero_scrolls,2104.02112,already_exists,596.6806640625,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\tau_zero_scrolls_2104.02112.pdf
tau/zero_scrolls,2104.07091,already_exists,479.51953125,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\tau_zero_scrolls_2104.07091.pdf
tau/zero_scrolls,2104.05938,already_exists,697.978515625,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\tau_zero_scrolls_2104.05938.pdf
tau/zero_scrolls,2205.11465,already_exists,753.8896484375,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\tau_zero_scrolls_2205.11465.pdf
tau/zero_scrolls,2105.03011,already_exists,494.7353515625,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\tau_zero_scrolls_2105.03011.pdf
tau/zero_scrolls,1712.07040,already_exists,219.95703125,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\tau_zero_scrolls_1712.07040.pdf
tau/zero_scrolls,2112.08608,already_exists,2708.375,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\tau_zero_scrolls_2112.08608.pdf
tau/zero_scrolls,2108.00573,already_exists,955.7529296875,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\tau_zero_scrolls_2108.00573.pdf
TheMrguiller/ScienceQA,2209.09513,already_exists,7876.0947265625,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\TheMrguiller_ScienceQA_2209.09513.pdf
cmu-lti/multi-figqa,2305.16171,already_exists,893.3720703125,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\cmu-lti_multi-figqa_2305.16171.pdf
almanach/hc3_french_ood,2301.07597,already_exists,2006.505859375,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\almanach_hc3_french_ood_2301.07597.pdf
Marbyun/internal-datasets,1606.05250,already_exists,446.1396484375,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\Marbyun_internal-datasets_1606.05250.pdf
nlpai-lab/databricks-dolly-15k-ko,2203.02155,already_exists,1755.2783203125,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\nlpai-lab_databricks-dolly-15k-ko_2203.02155.pdf
osunlp/ConflictQA,2305.13300,already_exists,728.1884765625,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\osunlp_ConflictQA_2305.13300.pdf
tasksource/prontoqa,2210.01240,already_exists,798.0361328125,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\tasksource_prontoqa_2210.01240.pdf
d0rj/HC3-ru,2301.07597,already_exists,2006.505859375,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\d0rj_HC3-ru_2301.07597.pdf
zzzzhhh/test_data,1905.00537,already_exists,483.978515625,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\zzzzhhh_test_data_1905.00537.pdf
dell-research-harvard/AmericanStories,2308.12477,already_exists,8527.1572265625,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\dell-research-harvard_AmericanStories_2308.12477.pdf
robinhad/databricks-dolly-15k-uk,2203.02155,already_exists,1755.2783203125,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\robinhad_databricks-dolly-15k-uk_2203.02155.pdf
KimuGenie/KLUE_mrc_negative_train,2105.09680,already_exists,3829.5986328125,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\KimuGenie_KLUE_mrc_negative_train_2105.09680.pdf
TJUNLP/M3KE,2305.10263,already_exists,552.177734375,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\TJUNLP_M3KE_2305.10263.pdf
BramVanroy/dolly-15k-dutch,2312.12852,already_exists,225.73046875,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\BramVanroy_dolly-15k-dutch_2312.12852.pdf
NLPCoreTeam/mmlu_ru,2009.03300,already_exists,2026.3076171875,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\NLPCoreTeam_mmlu_ru_2009.03300.pdf
cryptom/ceval-exam,2305.08322,already_exists,5003.0,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\cryptom_ceval-exam_2305.08322.pdf
haonan-li/cmmlu,2306.09212,already_exists,2725.2265625,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\haonan-li_cmmlu_2306.09212.pdf
sakusakumura/databricks-dolly-15k-ja-scored,1904.09675,already_exists,2145.80859375,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\sakusakumura_databricks-dolly-15k-ja-scored_1904.09675.pdf
UCL-DARK/sequential-instructions,2310.06452,already_exists,1790.3544921875,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\UCL-DARK_sequential-instructions_2310.06452.pdf
HuggingFaceH4/mt_bench_prompts,2306.05685,already_exists,1543.1064453125,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\HuggingFaceH4_mt_bench_prompts_2306.05685.pdf
lmsys/mt_bench_human_judgments,2306.05685,already_exists,1543.1064453125,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\lmsys_mt_bench_human_judgments_2306.05685.pdf
dylanalloy/ehc-contrived-financial,2210.03350,already_exists,1048.6748046875,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\dylanalloy_ehc-contrived-financial_2210.03350.pdf
masakhane/afriqa-gold-passages,2305.06897,already_exists,407.5205078125,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\masakhane_afriqa-gold-passages_2305.06897.pdf
bgglue/bgglue,2306.02349,already_exists,841.41015625,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\bgglue_bgglue_2306.02349.pdf
Stevross/mmlu,2009.03300,already_exists,2026.3076171875,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\Stevross_mmlu_2009.03300.pdf
Stevross/mmlu,2005.00700,already_exists,1888.666015625,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\Stevross_mmlu_2005.00700.pdf
Stevross/mmlu,2005.14165,already_exists,6609.41796875,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\Stevross_mmlu_2005.14165.pdf
Stevross/mmlu,2008.02275,already_exists,2789.4638671875,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\Stevross_mmlu_2008.02275.pdf
taesiri/arxiv_qa,2312.09256,already_exists,9427.083984375,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\taesiri_arxiv_qa_2312.09256.pdf
taesiri/arxiv_qa,2312.09254,already_exists,20322.560546875,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\taesiri_arxiv_qa_2312.09254.pdf
taesiri/arxiv_qa,2312.09251,already_exists,6300.4443359375,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\taesiri_arxiv_qa_2312.09251.pdf
taesiri/arxiv_qa,2312.09252,already_exists,39612.6357421875,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\taesiri_arxiv_qa_2312.09252.pdf
taesiri/arxiv_qa,2312.09250,already_exists,44501.1015625,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\taesiri_arxiv_qa_2312.09250.pdf
taesiri/arxiv_qa,2312.09249,already_exists,5150.4560546875,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\taesiri_arxiv_qa_2312.09249.pdf
taesiri/arxiv_qa,2312.09246,already_exists,23445.3798828125,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\taesiri_arxiv_qa_2312.09246.pdf
taesiri/arxiv_qa,2312.09245,already_exists,6686.42578125,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\taesiri_arxiv_qa_2312.09245.pdf
taesiri/arxiv_qa,2312.09244,already_exists,777.2568359375,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\taesiri_arxiv_qa_2312.09244.pdf
taesiri/arxiv_qa,2312.09243,already_exists,11850.21484375,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\taesiri_arxiv_qa_2312.09243.pdf
taesiri/arxiv_qa,2312.09242,already_exists,18774.5283203125,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\taesiri_arxiv_qa_2312.09242.pdf
taesiri/arxiv_qa,2312.09241,already_exists,601.2080078125,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\taesiri_arxiv_qa_2312.09241.pdf
taesiri/arxiv_qa,2312.09237,already_exists,19335.3076171875,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\taesiri_arxiv_qa_2312.09237.pdf
taesiri/arxiv_qa,2312.09236,already_exists,1706.2236328125,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\taesiri_arxiv_qa_2312.09236.pdf
taesiri/arxiv_qa,2312.09234,already_exists,9187.21875,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\taesiri_arxiv_qa_2312.09234.pdf
taesiri/arxiv_qa,2312.09232,already_exists,5261.1923828125,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\taesiri_arxiv_qa_2312.09232.pdf
taesiri/arxiv_qa,2312.09231,already_exists,18790.728515625,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\taesiri_arxiv_qa_2312.09231.pdf
taesiri/arxiv_qa,2312.09228,already_exists,4413.7041015625,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\taesiri_arxiv_qa_2312.09228.pdf
taesiri/arxiv_qa,2312.09222,already_exists,21652.62109375,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\taesiri_arxiv_qa_2312.09222.pdf
taesiri/arxiv_qa,2312.09219,already_exists,507.3505859375,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\taesiri_arxiv_qa_2312.09219.pdf
taesiri/arxiv_qa,2312.09207,already_exists,514.42578125,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\taesiri_arxiv_qa_2312.09207.pdf
taesiri/arxiv_qa,2312.09203,already_exists,945.361328125,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\taesiri_arxiv_qa_2312.09203.pdf
taesiri/arxiv_qa,2312.09198,already_exists,537.701171875,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\taesiri_arxiv_qa_2312.09198.pdf
taesiri/arxiv_qa,2312.09196,already_exists,1999.2294921875,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\taesiri_arxiv_qa_2312.09196.pdf
taesiri/arxiv_qa,2312.09190,already_exists,3108.798828125,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\taesiri_arxiv_qa_2312.09190.pdf
zai-org/webglm-qa,2306.07906,already_exists,5139.7880859375,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\zai-org_webglm-qa_2306.07906.pdf
fedryanto/qas,1606.05250,already_exists,446.1396484375,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\fedryanto_qas_1606.05250.pdf
Salesforce/dialogstudio,2307.10172,already_exists,822.35546875,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\Salesforce_dialogstudio_2307.10172.pdf
d0rj/OpenOrca-ru,2306.02707,already_exists,1424.064453125,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\d0rj_OpenOrca-ru_2306.02707.pdf
FreedomIntelligence/CMB,2308.08833,already_exists,2567.4609375,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\FreedomIntelligence_CMB_2308.08833.pdf
michelecafagna26/hl-narratives,1405.0312,already_exists,7879.158203125,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\michelecafagna26_hl-narratives_1405.0312.pdf
michelecafagna26/hl-narratives,2302.12189,already_exists,7721.80078125,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\michelecafagna26_hl-narratives_2302.12189.pdf
baber/agieval,2304.06364,already_exists,548.1728515625,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\baber_agieval_2304.06364.pdf
wisenut-nlp-team/squad_kor_v1,1909.07005,already_exists,416.583984375,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\wisenut-nlp-team_squad_kor_v1_1909.07005.pdf
svjack/cmmlu_ed,2306.09212,already_exists,2725.2265625,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\svjack_cmmlu_ed_2306.09212.pdf
katielink/healthsearchqa,2212.13138,already_exists,1404.7666015625,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\katielink_healthsearchqa_2212.13138.pdf
yanbingzheng/LongBench,2108.00573,already_exists,955.7529296875,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\yanbingzheng_LongBench_2108.00573.pdf
yanbingzheng/LongBench,1712.07040,already_exists,219.95703125,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\yanbingzheng_LongBench_1712.07040.pdf
yanbingzheng/LongBench,2105.03011,already_exists,494.7353515625,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\yanbingzheng_LongBench_2105.03011.pdf
yanbingzheng/LongBench,2104.02112,already_exists,596.6806640625,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\yanbingzheng_LongBench_2104.02112.pdf
yanbingzheng/LongBench,2104.05938,already_exists,697.978515625,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\yanbingzheng_LongBench_2104.05938.pdf
yanbingzheng/LongBench,2305.05280,already_exists,3283.7392578125,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\yanbingzheng_LongBench_2305.05280.pdf
yanbingzheng/LongBench,2303.09752,already_exists,959.39453125,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\yanbingzheng_LongBench_2303.09752.pdf
yanbingzheng/LongBench,1910.10683,already_exists,1162.1298828125,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\yanbingzheng_LongBench_1910.10683.pdf
yanbingzheng/LongBench,2306.14893,already_exists,466.2705078125,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\yanbingzheng_LongBench_2306.14893.pdf
yanbingzheng/LongBench,2306.03091,already_exists,2553.55859375,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\yanbingzheng_LongBench_2306.03091.pdf
BramVanroy/dutch_chat_datasets,2312.12852,already_exists,225.73046875,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\BramVanroy_dutch_chat_datasets_2312.12852.pdf
SUFE-AIFLM-Lab/FinEval,2308.09975,already_exists,5359.2080078125,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\SUFE-AIFLM-Lab_FinEval_2308.09975.pdf
imvladikon/QAmeleon,2211.08264,already_exists,1224.8759765625,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\imvladikon_QAmeleon_2211.08264.pdf
mattismegevand/lima-fr,2305.11206,already_exists,488.0068359375,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\mattismegevand_lima-fr_2305.11206.pdf
tyouisen/aclue,2310.0955,already_exists,130.8564453125,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\tyouisen_aclue_2310.0955.pdf
Ichsan2895/alpaca-gpt4-indonesian,2304.03277,already_exists,1539.9697265625,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\Ichsan2895_alpaca-gpt4-indonesian_2304.03277.pdf
highnote/pubmed_qa,1909.06146,already_exists,1029.828125,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\highnote_pubmed_qa_1909.06146.pdf
CATIE-AQ/fquad_fr_prompt_qa,2002.06071,already_exists,692.044921875,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\CATIE-AQ_fquad_fr_prompt_qa_2002.06071.pdf
CATIE-AQ/DFP,2211.01786,already_exists,2516.7958984375,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\CATIE-AQ_DFP_2211.01786.pdf
CATIE-AQ/DFP,2002.06071,already_exists,692.044921875,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\CATIE-AQ_DFP_2002.06071.pdf
CATIE-AQ/DFP,2010.12321,already_exists,275.2021484375,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\CATIE-AQ_DFP_2010.12321.pdf
CATIE-AQ/DFP,2204.08582,already_exists,530.06640625,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\CATIE-AQ_DFP_2204.08582.pdf
CATIE-AQ/DFP,2008.09335,already_exists,347.5556640625,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\CATIE-AQ_DFP_2008.09335.pdf
vipulgupta/CALM,2308.12539,already_exists,763.2490234375,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\vipulgupta_CALM_2308.12539.pdf
jat-project/jat-dataset,2402.09844,already_exists,5974.4541015625,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\jat-project_jat-dataset_2402.09844.pdf
jat-project/jat-dataset,2303.03915,already_exists,4556.6669921875,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\jat-project_jat-dataset_2303.03915.pdf
StudentLLM/Open-Wyvern-74k,2308.07317,already_exists,1880.6875,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\StudentLLM_Open-Wyvern-74k_2308.07317.pdf
yys/OpenOrca-Chinese,2301.13688,already_exists,878.220703125,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\yys_OpenOrca-Chinese_2301.13688.pdf
d0rj/RuBQ_2.0,2005.10659,already_exists,540.462890625,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\d0rj_RuBQ_2.0_2005.10659.pdf
d0rj/RuBQ_1.0,2005.10659,already_exists,540.462890625,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\d0rj_RuBQ_1.0_2005.10659.pdf
d0rj/RuBQ_2.0-paragraphs,2005.10659,already_exists,540.462890625,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\d0rj_RuBQ_2.0-paragraphs_2005.10659.pdf
NASP/neteval-exam,2309.05557,already_exists,579.61328125,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\NASP_neteval-exam_2309.05557.pdf
lchakkei/OpenOrca-Traditional-Chinese,2301.13688,already_exists,878.220703125,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\lchakkei_OpenOrca-Traditional-Chinese_2301.13688.pdf
AdaptLLM/finance-tasks,2309.09530,already_exists,883.142578125,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\AdaptLLM_finance-tasks_2309.09530.pdf
AdaptLLM/finance-tasks,2406.14491,already_exists,824.2109375,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\AdaptLLM_finance-tasks_2406.14491.pdf
AdaptLLM/law-tasks,2309.09530,already_exists,883.142578125,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\AdaptLLM_law-tasks_2309.09530.pdf
AdaptLLM/law-tasks,2411.19930,already_exists,1497.2216796875,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\AdaptLLM_law-tasks_2411.19930.pdf
AdaptLLM/law-tasks,2406.14491,already_exists,824.2109375,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\AdaptLLM_law-tasks_2406.14491.pdf
AdaptLLM/medicine-tasks,2309.09530,already_exists,883.142578125,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\AdaptLLM_medicine-tasks_2309.09530.pdf
AdaptLLM/medicine-tasks,2411.19930,already_exists,1497.2216796875,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\AdaptLLM_medicine-tasks_2411.19930.pdf
AdaptLLM/medicine-tasks,2406.14491,already_exists,824.2109375,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\AdaptLLM_medicine-tasks_2406.14491.pdf
bzantium/LongBench,2308.14508,already_exists,11358.095703125,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\bzantium_LongBench_2308.14508.pdf
bzantium/LongBench,2108.00573,already_exists,955.7529296875,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\bzantium_LongBench_2108.00573.pdf
bzantium/LongBench,1712.07040,already_exists,219.95703125,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\bzantium_LongBench_1712.07040.pdf
bzantium/LongBench,2105.03011,already_exists,494.7353515625,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\bzantium_LongBench_2105.03011.pdf
bzantium/LongBench,2104.02112,already_exists,596.6806640625,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\bzantium_LongBench_2104.02112.pdf
bzantium/LongBench,2104.05938,already_exists,697.978515625,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\bzantium_LongBench_2104.05938.pdf
bzantium/LongBench,2305.05280,already_exists,3283.7392578125,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\bzantium_LongBench_2305.05280.pdf
bzantium/LongBench,2303.09752,already_exists,959.39453125,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\bzantium_LongBench_2303.09752.pdf
bzantium/LongBench,1910.10683,already_exists,1162.1298828125,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\bzantium_LongBench_1910.10683.pdf
bzantium/LongBench,2306.14893,already_exists,466.2705078125,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\bzantium_LongBench_2306.14893.pdf
bzantium/LongBench,2306.03091,already_exists,2553.55859375,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\bzantium_LongBench_2306.03091.pdf
qgyd2021/few_shot_intent_sft,2003.04807,already_exists,156.4140625,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\qgyd2021_few_shot_intent_sft_2003.04807.pdf
qgyd2021/few_shot_intent_sft,1903.05566,already_exists,129.6142578125,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\qgyd2021_few_shot_intent_sft_1903.05566.pdf
qgyd2021/few_shot_intent_sft,1709.10217,already_exists,370.111328125,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\qgyd2021_few_shot_intent_sft_1709.10217.pdf
qgyd2021/few_shot_intent_sft,1509.01626,already_exists,317.39453125,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\qgyd2021_few_shot_intent_sft_1509.01626.pdf
qgyd2021/few_shot_intent_sft,2307.09705,already_exists,1673.8515625,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\qgyd2021_few_shot_intent_sft_2307.09705.pdf
qgyd2021/few_shot_intent_sft,1911.09969,already_exists,963.4580078125,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\qgyd2021_few_shot_intent_sft_1911.09969.pdf
qgyd2021/few_shot_intent_sft,1806.09102,already_exists,784.6962890625,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\qgyd2021_few_shot_intent_sft_1806.09102.pdf
paulopirozelli/pira,2309.10945,already_exists,688.3349609375,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\paulopirozelli_pira_2309.10945.pdf
manu/fquad2_test,2402.00786,already_exists,2208.8623046875,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\manu_fquad2_test_2402.00786.pdf
manu/fquad2_test,2109.13209,already_exists,314.5888671875,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\manu_fquad2_test_2109.13209.pdf
manu/fquad2_test,2002.06071,already_exists,692.044921875,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\manu_fquad2_test_2002.06071.pdf
SEACrowd/idk_mrc,2210.13778,already_exists,1521.5849609375,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\SEACrowd_idk_mrc_2210.13778.pdf
SEACrowd/idk_mrc,2406.10118,already_exists,4480.3515625,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\SEACrowd_idk_mrc_2406.10118.pdf
SEACrowd/facqa,2406.10118,already_exists,4480.3515625,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\SEACrowd_facqa_2406.10118.pdf
SEACrowd/squad_id,2406.10118,already_exists,4480.3515625,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\SEACrowd_squad_id_2406.10118.pdf
erhwenkuo/alpaca-data-gpt4-chinese-zhtw,2304.03277,already_exists,1539.9697265625,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\erhwenkuo_alpaca-data-gpt4-chinese-zhtw_2304.03277.pdf
erhwenkuo/openorca-chinese-zhtw,2301.13688,already_exists,878.220703125,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\erhwenkuo_openorca-chinese-zhtw_2301.13688.pdf
erhwenkuo/openorca-chinese-zhtw,2306.02707,already_exists,1424.064453125,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\erhwenkuo_openorca-chinese-zhtw_2306.02707.pdf
erhwenkuo/openorca-chinese-zhtw,2302.13971,already_exists,709.537109375,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\erhwenkuo_openorca-chinese-zhtw_2302.13971.pdf
maastrichtlawtech/lleqa,2309.17050,already_exists,507.9892578125,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\maastrichtlawtech_lleqa_2309.17050.pdf
kyujinpy/OpenOrca-KO,2306.02707,already_exists,1424.064453125,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\kyujinpy_OpenOrca-KO_2306.02707.pdf
kyujinpy/OpenOrca-KO,2301.13688,already_exists,878.220703125,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\kyujinpy_OpenOrca-KO_2301.13688.pdf
kyujinpy/OpenOrca-KO,2302.13971,already_exists,709.537109375,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\kyujinpy_OpenOrca-KO_2302.13971.pdf
qgyd2021/rlhf_reward_dataset,2204.05862,already_exists,9280.9453125,C:\Users\annso\Research\BecnhAdvisor\data\arxiv_pdfs\qgyd2021_rlhf_reward_dataset_2204.05862.pdf
