dataset_id,arxiv_id,abstract_url,pdf_url
d0rj/HC3-ru,2301.07597,https://arxiv.org/abs/2301.07597,https://arxiv.org/pdf/2301.07597.pdf
zzzzhhh/test_data,1905.00537,https://arxiv.org/abs/1905.00537,https://arxiv.org/pdf/1905.00537.pdf
dell-research-harvard/AmericanStories,2308.12477,https://arxiv.org/abs/2308.12477,https://arxiv.org/pdf/2308.12477.pdf
robinhad/databricks-dolly-15k-uk,2203.02155,https://arxiv.org/abs/2203.02155,https://arxiv.org/pdf/2203.02155.pdf
KimuGenie/KLUE_mrc_negative_train,2105.09680,https://arxiv.org/abs/2105.09680,https://arxiv.org/pdf/2105.09680.pdf
TJUNLP/M3KE,2305.10263,https://arxiv.org/abs/2305.10263,https://arxiv.org/pdf/2305.10263.pdf
BramVanroy/dolly-15k-dutch,2312.12852,https://arxiv.org/abs/2312.12852,https://arxiv.org/pdf/2312.12852.pdf
NLPCoreTeam/mmlu_ru,2009.03300,https://arxiv.org/abs/2009.03300,https://arxiv.org/pdf/2009.03300.pdf
cryptom/ceval-exam,2305.08322,https://arxiv.org/abs/2305.08322,https://arxiv.org/pdf/2305.08322.pdf
haonan-li/cmmlu,2306.09212,https://arxiv.org/abs/2306.09212,https://arxiv.org/pdf/2306.09212.pdf
sakusakumura/databricks-dolly-15k-ja-scored,1904.09675,https://arxiv.org/abs/1904.09675,https://arxiv.org/pdf/1904.09675.pdf
UCL-DARK/sequential-instructions,2310.06452,https://arxiv.org/abs/2310.06452,https://arxiv.org/pdf/2310.06452.pdf
HuggingFaceH4/mt_bench_prompts,2306.05685,https://arxiv.org/abs/2306.05685,https://arxiv.org/pdf/2306.05685.pdf
lmsys/mt_bench_human_judgments,2306.05685,https://arxiv.org/abs/2306.05685,https://arxiv.org/pdf/2306.05685.pdf
dylanalloy/ehc-contrived-financial,2210.03350,https://arxiv.org/abs/2210.03350,https://arxiv.org/pdf/2210.03350.pdf
masakhane/afriqa-gold-passages,2305.06897,https://arxiv.org/abs/2305.06897,https://arxiv.org/pdf/2305.06897.pdf
bgglue/bgglue,2306.02349,https://arxiv.org/abs/2306.02349,https://arxiv.org/pdf/2306.02349.pdf
Stevross/mmlu,2009.03300,https://arxiv.org/abs/2009.03300,https://arxiv.org/pdf/2009.03300.pdf
Stevross/mmlu,2005.00700,https://arxiv.org/abs/2005.00700,https://arxiv.org/pdf/2005.00700.pdf
Stevross/mmlu,2005.14165,https://arxiv.org/abs/2005.14165,https://arxiv.org/pdf/2005.14165.pdf
Stevross/mmlu,2008.02275,https://arxiv.org/abs/2008.02275,https://arxiv.org/pdf/2008.02275.pdf
taesiri/arxiv_qa,2312.09256,https://arxiv.org/abs/2312.09256,https://arxiv.org/pdf/2312.09256.pdf
taesiri/arxiv_qa,2312.09254,https://arxiv.org/abs/2312.09254,https://arxiv.org/pdf/2312.09254.pdf
taesiri/arxiv_qa,2312.09251,https://arxiv.org/abs/2312.09251,https://arxiv.org/pdf/2312.09251.pdf
taesiri/arxiv_qa,2312.09252,https://arxiv.org/abs/2312.09252,https://arxiv.org/pdf/2312.09252.pdf
taesiri/arxiv_qa,2312.09250,https://arxiv.org/abs/2312.09250,https://arxiv.org/pdf/2312.09250.pdf
taesiri/arxiv_qa,2312.09249,https://arxiv.org/abs/2312.09249,https://arxiv.org/pdf/2312.09249.pdf
taesiri/arxiv_qa,2312.09246,https://arxiv.org/abs/2312.09246,https://arxiv.org/pdf/2312.09246.pdf
taesiri/arxiv_qa,2312.09245,https://arxiv.org/abs/2312.09245,https://arxiv.org/pdf/2312.09245.pdf
taesiri/arxiv_qa,2312.09244,https://arxiv.org/abs/2312.09244,https://arxiv.org/pdf/2312.09244.pdf
taesiri/arxiv_qa,2312.09243,https://arxiv.org/abs/2312.09243,https://arxiv.org/pdf/2312.09243.pdf
taesiri/arxiv_qa,2312.09242,https://arxiv.org/abs/2312.09242,https://arxiv.org/pdf/2312.09242.pdf
taesiri/arxiv_qa,2312.09241,https://arxiv.org/abs/2312.09241,https://arxiv.org/pdf/2312.09241.pdf
taesiri/arxiv_qa,2312.09237,https://arxiv.org/abs/2312.09237,https://arxiv.org/pdf/2312.09237.pdf
taesiri/arxiv_qa,2312.09236,https://arxiv.org/abs/2312.09236,https://arxiv.org/pdf/2312.09236.pdf
taesiri/arxiv_qa,2312.09234,https://arxiv.org/abs/2312.09234,https://arxiv.org/pdf/2312.09234.pdf
taesiri/arxiv_qa,2312.09232,https://arxiv.org/abs/2312.09232,https://arxiv.org/pdf/2312.09232.pdf
taesiri/arxiv_qa,2312.09231,https://arxiv.org/abs/2312.09231,https://arxiv.org/pdf/2312.09231.pdf
taesiri/arxiv_qa,2312.09228,https://arxiv.org/abs/2312.09228,https://arxiv.org/pdf/2312.09228.pdf
taesiri/arxiv_qa,2312.09222,https://arxiv.org/abs/2312.09222,https://arxiv.org/pdf/2312.09222.pdf
taesiri/arxiv_qa,2312.09219,https://arxiv.org/abs/2312.09219,https://arxiv.org/pdf/2312.09219.pdf
taesiri/arxiv_qa,2312.09207,https://arxiv.org/abs/2312.09207,https://arxiv.org/pdf/2312.09207.pdf
taesiri/arxiv_qa,2312.09203,https://arxiv.org/abs/2312.09203,https://arxiv.org/pdf/2312.09203.pdf
taesiri/arxiv_qa,2312.09198,https://arxiv.org/abs/2312.09198,https://arxiv.org/pdf/2312.09198.pdf
taesiri/arxiv_qa,2312.09196,https://arxiv.org/abs/2312.09196,https://arxiv.org/pdf/2312.09196.pdf
taesiri/arxiv_qa,2312.09190,https://arxiv.org/abs/2312.09190,https://arxiv.org/pdf/2312.09190.pdf
zai-org/webglm-qa,2306.07906,https://arxiv.org/abs/2306.07906,https://arxiv.org/pdf/2306.07906.pdf
fedryanto/qas,1606.05250,https://arxiv.org/abs/1606.05250,https://arxiv.org/pdf/1606.05250.pdf
Salesforce/dialogstudio,2307.10172,https://arxiv.org/abs/2307.10172,https://arxiv.org/pdf/2307.10172.pdf
d0rj/OpenOrca-ru,2306.02707,https://arxiv.org/abs/2306.02707,https://arxiv.org/pdf/2306.02707.pdf
FreedomIntelligence/CMB,2308.08833,https://arxiv.org/abs/2308.08833,https://arxiv.org/pdf/2308.08833.pdf
michelecafagna26/hl-narratives,1405.0312,https://arxiv.org/abs/1405.0312,https://arxiv.org/pdf/1405.0312.pdf
michelecafagna26/hl-narratives,2302.12189,https://arxiv.org/abs/2302.12189,https://arxiv.org/pdf/2302.12189.pdf
baber/agieval,2304.06364,https://arxiv.org/abs/2304.06364,https://arxiv.org/pdf/2304.06364.pdf
wisenut-nlp-team/squad_kor_v1,1909.07005,https://arxiv.org/abs/1909.07005,https://arxiv.org/pdf/1909.07005.pdf
svjack/cmmlu_ed,2306.09212,https://arxiv.org/abs/2306.09212,https://arxiv.org/pdf/2306.09212.pdf
katielink/healthsearchqa,2212.13138,https://arxiv.org/abs/2212.13138,https://arxiv.org/pdf/2212.13138.pdf
yanbingzheng/LongBench,2108.00573,https://arxiv.org/abs/2108.00573,https://arxiv.org/pdf/2108.00573.pdf
yanbingzheng/LongBench,1712.07040,https://arxiv.org/abs/1712.07040,https://arxiv.org/pdf/1712.07040.pdf
yanbingzheng/LongBench,2105.03011,https://arxiv.org/abs/2105.03011,https://arxiv.org/pdf/2105.03011.pdf
yanbingzheng/LongBench,2104.02112,https://arxiv.org/abs/2104.02112,https://arxiv.org/pdf/2104.02112.pdf
yanbingzheng/LongBench,2104.05938,https://arxiv.org/abs/2104.05938,https://arxiv.org/pdf/2104.05938.pdf
yanbingzheng/LongBench,2305.05280,https://arxiv.org/abs/2305.05280,https://arxiv.org/pdf/2305.05280.pdf
yanbingzheng/LongBench,2303.09752,https://arxiv.org/abs/2303.09752,https://arxiv.org/pdf/2303.09752.pdf
yanbingzheng/LongBench,1910.10683,https://arxiv.org/abs/1910.10683,https://arxiv.org/pdf/1910.10683.pdf
yanbingzheng/LongBench,2306.14893,https://arxiv.org/abs/2306.14893,https://arxiv.org/pdf/2306.14893.pdf
yanbingzheng/LongBench,2306.03091,https://arxiv.org/abs/2306.03091,https://arxiv.org/pdf/2306.03091.pdf
BramVanroy/dutch_chat_datasets,2312.12852,https://arxiv.org/abs/2312.12852,https://arxiv.org/pdf/2312.12852.pdf
SUFE-AIFLM-Lab/FinEval,2308.09975,https://arxiv.org/abs/2308.09975,https://arxiv.org/pdf/2308.09975.pdf
imvladikon/QAmeleon,2211.08264,https://arxiv.org/abs/2211.08264,https://arxiv.org/pdf/2211.08264.pdf
mattismegevand/lima-fr,2305.11206,https://arxiv.org/abs/2305.11206,https://arxiv.org/pdf/2305.11206.pdf
tyouisen/aclue,2310.0955,https://arxiv.org/abs/2310.0955,https://arxiv.org/pdf/2310.0955.pdf
Ichsan2895/alpaca-gpt4-indonesian,2304.03277,https://arxiv.org/abs/2304.03277,https://arxiv.org/pdf/2304.03277.pdf
highnote/pubmed_qa,1909.06146,https://arxiv.org/abs/1909.06146,https://arxiv.org/pdf/1909.06146.pdf
CATIE-AQ/fquad_fr_prompt_qa,2002.06071,https://arxiv.org/abs/2002.06071,https://arxiv.org/pdf/2002.06071.pdf
CATIE-AQ/DFP,2211.01786,https://arxiv.org/abs/2211.01786,https://arxiv.org/pdf/2211.01786.pdf
CATIE-AQ/DFP,2002.06071,https://arxiv.org/abs/2002.06071,https://arxiv.org/pdf/2002.06071.pdf
CATIE-AQ/DFP,2010.12321,https://arxiv.org/abs/2010.12321,https://arxiv.org/pdf/2010.12321.pdf
CATIE-AQ/DFP,2204.08582,https://arxiv.org/abs/2204.08582,https://arxiv.org/pdf/2204.08582.pdf
CATIE-AQ/DFP,2008.09335,https://arxiv.org/abs/2008.09335,https://arxiv.org/pdf/2008.09335.pdf
vipulgupta/CALM,2308.12539,https://arxiv.org/abs/2308.12539,https://arxiv.org/pdf/2308.12539.pdf
jat-project/jat-dataset,2402.09844,https://arxiv.org/abs/2402.09844,https://arxiv.org/pdf/2402.09844.pdf
jat-project/jat-dataset,2303.03915,https://arxiv.org/abs/2303.03915,https://arxiv.org/pdf/2303.03915.pdf
StudentLLM/Open-Wyvern-74k,2308.07317,https://arxiv.org/abs/2308.07317,https://arxiv.org/pdf/2308.07317.pdf
yys/OpenOrca-Chinese,2301.13688,https://arxiv.org/abs/2301.13688,https://arxiv.org/pdf/2301.13688.pdf
d0rj/RuBQ_2.0,2005.10659,https://arxiv.org/abs/2005.10659,https://arxiv.org/pdf/2005.10659.pdf
d0rj/RuBQ_1.0,2005.10659,https://arxiv.org/abs/2005.10659,https://arxiv.org/pdf/2005.10659.pdf
d0rj/RuBQ_2.0-paragraphs,2005.10659,https://arxiv.org/abs/2005.10659,https://arxiv.org/pdf/2005.10659.pdf
NASP/neteval-exam,2309.05557,https://arxiv.org/abs/2309.05557,https://arxiv.org/pdf/2309.05557.pdf
lchakkei/OpenOrca-Traditional-Chinese,2301.13688,https://arxiv.org/abs/2301.13688,https://arxiv.org/pdf/2301.13688.pdf
AdaptLLM/finance-tasks,2309.09530,https://arxiv.org/abs/2309.09530,https://arxiv.org/pdf/2309.09530.pdf
AdaptLLM/finance-tasks,2406.14491,https://arxiv.org/abs/2406.14491,https://arxiv.org/pdf/2406.14491.pdf
AdaptLLM/law-tasks,2309.09530,https://arxiv.org/abs/2309.09530,https://arxiv.org/pdf/2309.09530.pdf
AdaptLLM/law-tasks,2411.19930,https://arxiv.org/abs/2411.19930,https://arxiv.org/pdf/2411.19930.pdf
AdaptLLM/law-tasks,2406.14491,https://arxiv.org/abs/2406.14491,https://arxiv.org/pdf/2406.14491.pdf
AdaptLLM/medicine-tasks,2309.09530,https://arxiv.org/abs/2309.09530,https://arxiv.org/pdf/2309.09530.pdf
AdaptLLM/medicine-tasks,2411.19930,https://arxiv.org/abs/2411.19930,https://arxiv.org/pdf/2411.19930.pdf
AdaptLLM/medicine-tasks,2406.14491,https://arxiv.org/abs/2406.14491,https://arxiv.org/pdf/2406.14491.pdf
bzantium/LongBench,2308.14508,https://arxiv.org/abs/2308.14508,https://arxiv.org/pdf/2308.14508.pdf
bzantium/LongBench,2108.00573,https://arxiv.org/abs/2108.00573,https://arxiv.org/pdf/2108.00573.pdf
bzantium/LongBench,1712.07040,https://arxiv.org/abs/1712.07040,https://arxiv.org/pdf/1712.07040.pdf
bzantium/LongBench,2105.03011,https://arxiv.org/abs/2105.03011,https://arxiv.org/pdf/2105.03011.pdf
bzantium/LongBench,2104.02112,https://arxiv.org/abs/2104.02112,https://arxiv.org/pdf/2104.02112.pdf
bzantium/LongBench,2104.05938,https://arxiv.org/abs/2104.05938,https://arxiv.org/pdf/2104.05938.pdf
bzantium/LongBench,2305.05280,https://arxiv.org/abs/2305.05280,https://arxiv.org/pdf/2305.05280.pdf
bzantium/LongBench,2303.09752,https://arxiv.org/abs/2303.09752,https://arxiv.org/pdf/2303.09752.pdf
bzantium/LongBench,1910.10683,https://arxiv.org/abs/1910.10683,https://arxiv.org/pdf/1910.10683.pdf
bzantium/LongBench,2306.14893,https://arxiv.org/abs/2306.14893,https://arxiv.org/pdf/2306.14893.pdf
bzantium/LongBench,2306.03091,https://arxiv.org/abs/2306.03091,https://arxiv.org/pdf/2306.03091.pdf
qgyd2021/few_shot_intent_sft,2003.04807,https://arxiv.org/abs/2003.04807,https://arxiv.org/pdf/2003.04807.pdf
qgyd2021/few_shot_intent_sft,1903.05566,https://arxiv.org/abs/1903.05566,https://arxiv.org/pdf/1903.05566.pdf
qgyd2021/few_shot_intent_sft,1709.10217,https://arxiv.org/abs/1709.10217,https://arxiv.org/pdf/1709.10217.pdf
qgyd2021/few_shot_intent_sft,1509.01626,https://arxiv.org/abs/1509.01626,https://arxiv.org/pdf/1509.01626.pdf
qgyd2021/few_shot_intent_sft,2307.09705,https://arxiv.org/abs/2307.09705,https://arxiv.org/pdf/2307.09705.pdf
qgyd2021/few_shot_intent_sft,1911.09969,https://arxiv.org/abs/1911.09969,https://arxiv.org/pdf/1911.09969.pdf
qgyd2021/few_shot_intent_sft,1806.09102,https://arxiv.org/abs/1806.09102,https://arxiv.org/pdf/1806.09102.pdf
paulopirozelli/pira,2309.10945,https://arxiv.org/abs/2309.10945,https://arxiv.org/pdf/2309.10945.pdf
manu/fquad2_test,2402.00786,https://arxiv.org/abs/2402.00786,https://arxiv.org/pdf/2402.00786.pdf
manu/fquad2_test,2109.13209,https://arxiv.org/abs/2109.13209,https://arxiv.org/pdf/2109.13209.pdf
manu/fquad2_test,2002.06071,https://arxiv.org/abs/2002.06071,https://arxiv.org/pdf/2002.06071.pdf
SEACrowd/idk_mrc,2210.13778,https://arxiv.org/abs/2210.13778,https://arxiv.org/pdf/2210.13778.pdf
SEACrowd/idk_mrc,2406.10118,https://arxiv.org/abs/2406.10118,https://arxiv.org/pdf/2406.10118.pdf
SEACrowd/facqa,2406.10118,https://arxiv.org/abs/2406.10118,https://arxiv.org/pdf/2406.10118.pdf
SEACrowd/squad_id,2406.10118,https://arxiv.org/abs/2406.10118,https://arxiv.org/pdf/2406.10118.pdf
erhwenkuo/alpaca-data-gpt4-chinese-zhtw,2304.03277,https://arxiv.org/abs/2304.03277,https://arxiv.org/pdf/2304.03277.pdf
erhwenkuo/openorca-chinese-zhtw,2301.13688,https://arxiv.org/abs/2301.13688,https://arxiv.org/pdf/2301.13688.pdf
erhwenkuo/openorca-chinese-zhtw,2306.02707,https://arxiv.org/abs/2306.02707,https://arxiv.org/pdf/2306.02707.pdf
erhwenkuo/openorca-chinese-zhtw,2302.13971,https://arxiv.org/abs/2302.13971,https://arxiv.org/pdf/2302.13971.pdf
maastrichtlawtech/lleqa,2309.17050,https://arxiv.org/abs/2309.17050,https://arxiv.org/pdf/2309.17050.pdf
kyujinpy/OpenOrca-KO,2306.02707,https://arxiv.org/abs/2306.02707,https://arxiv.org/pdf/2306.02707.pdf
kyujinpy/OpenOrca-KO,2301.13688,https://arxiv.org/abs/2301.13688,https://arxiv.org/pdf/2301.13688.pdf
kyujinpy/OpenOrca-KO,2302.13971,https://arxiv.org/abs/2302.13971,https://arxiv.org/pdf/2302.13971.pdf
qgyd2021/rlhf_reward_dataset,2204.05862,https://arxiv.org/abs/2204.05862,https://arxiv.org/pdf/2204.05862.pdf
cmalaviya/expertqa,2309.07852,https://arxiv.org/abs/2309.07852,https://arxiv.org/pdf/2309.07852.pdf
Open-Orca/SlimOrca,2306.02707,https://arxiv.org/abs/2306.02707,https://arxiv.org/pdf/2306.02707.pdf
Open-Orca/SlimOrca,2301.13688,https://arxiv.org/abs/2301.13688,https://arxiv.org/pdf/2301.13688.pdf
cambridgeltl/posqa,2310.13394,https://arxiv.org/abs/2310.13394,https://arxiv.org/pdf/2310.13394.pdf
kyujinpy/KOR-OpenOrca-Platypus,2306.02707,https://arxiv.org/abs/2306.02707,https://arxiv.org/pdf/2306.02707.pdf
kyujinpy/KOR-OpenOrca-Platypus,2301.13688,https://arxiv.org/abs/2301.13688,https://arxiv.org/pdf/2301.13688.pdf
kyujinpy/KOR-OpenOrca-Platypus,2302.13971,https://arxiv.org/abs/2302.13971,https://arxiv.org/pdf/2302.13971.pdf
indolem/IndoMMLU,2310.04928,https://arxiv.org/abs/2310.04928,https://arxiv.org/pdf/2310.04928.pdf
indolem/IndoMMLU,2112.10668,https://arxiv.org/abs/2112.10668,https://arxiv.org/pdf/2112.10668.pdf
indolem/IndoMMLU,2302.13971,https://arxiv.org/abs/2302.13971,https://arxiv.org/pdf/2302.13971.pdf
FreedomIntelligence/Huatuo26M-Lite,2305.01526,https://arxiv.org/abs/2305.01526,https://arxiv.org/pdf/2305.01526.pdf
HiTZ/EusExams,2403.20266,https://arxiv.org/abs/2403.20266,https://arxiv.org/pdf/2403.20266.pdf
cxllin/medinstruct,2009.13081,https://arxiv.org/abs/2009.13081,https://arxiv.org/pdf/2009.13081.pdf
AI-Secure/DecodingTrust,2306.11698,https://arxiv.org/abs/2306.11698,https://arxiv.org/pdf/2306.11698.pdf
erhwenkuo/dolly-15k-chinese-zhtw,2203.02155,https://arxiv.org/abs/2203.02155,https://arxiv.org/pdf/2203.02155.pdf
Open-Orca/SlimOrca-Dedup,2306.02707,https://arxiv.org/abs/2306.02707,https://arxiv.org/pdf/2306.02707.pdf
Open-Orca/SlimOrca-Dedup,2301.13688,https://arxiv.org/abs/2301.13688,https://arxiv.org/pdf/2301.13688.pdf
AI4Math/MathVista,2310.02255,https://arxiv.org/abs/2310.02255,https://arxiv.org/pdf/2310.02255.pdf
MajdTannous/Dataset2,1606.05250,https://arxiv.org/abs/1606.05250,https://arxiv.org/pdf/1606.05250.pdf
XiaHan19/cmmlu,2306.09212,https://arxiv.org/abs/2306.09212,https://arxiv.org/pdf/2306.09212.pdf
bigai-nlco/LooGLE,2311.04939,https://arxiv.org/abs/2311.04939,https://arxiv.org/pdf/2311.04939.pdf
ai2lumos/lumos_complex_qa_ground_onetime,2311.05657,https://arxiv.org/abs/2311.05657,https://arxiv.org/pdf/2311.05657.pdf
ai2lumos/lumos_complex_qa_ground_iterative,2311.05657,https://arxiv.org/abs/2311.05657,https://arxiv.org/pdf/2311.05657.pdf
ai2lumos/lumos_complex_qa_plan_iterative,2311.05657,https://arxiv.org/abs/2311.05657,https://arxiv.org/pdf/2311.05657.pdf
ai2lumos/lumos_complex_qa_plan_onetime,2311.05657,https://arxiv.org/abs/2311.05657,https://arxiv.org/pdf/2311.05657.pdf
ai2lumos/lumos_unified_plan_iterative,2311.05657,https://arxiv.org/abs/2311.05657,https://arxiv.org/pdf/2311.05657.pdf
ai2lumos/lumos_unified_ground_iterative,2311.05657,https://arxiv.org/abs/2311.05657,https://arxiv.org/pdf/2311.05657.pdf
Henok/amharic-qa,2303.03290,https://arxiv.org/abs/2303.03290,https://arxiv.org/pdf/2303.03290.pdf
meg-tong/sycophancy-eval,2310.13548,https://arxiv.org/abs/2310.13548,https://arxiv.org/pdf/2310.13548.pdf
kyujinpy/KOR-OpenOrca-Platypus-v2,2306.02707,https://arxiv.org/abs/2306.02707,https://arxiv.org/pdf/2306.02707.pdf
kyujinpy/KOR-OpenOrca-Platypus-v2,2301.13688,https://arxiv.org/abs/2301.13688,https://arxiv.org/pdf/2301.13688.pdf
kyujinpy/KOR-OpenOrca-Platypus-v2,2302.13971,https://arxiv.org/abs/2302.13971,https://arxiv.org/pdf/2302.13971.pdf
wckwan/M4LE,2310.19240,https://arxiv.org/abs/2310.19240,https://arxiv.org/pdf/2310.19240.pdf
w95/databricks-dolly-15k-az,2203.02155,https://arxiv.org/abs/2203.02155,https://arxiv.org/pdf/2203.02155.pdf
sinandraide/hotpot_qa_spread,1809.09600,https://arxiv.org/abs/1809.09600,https://arxiv.org/pdf/1809.09600.pdf
UMCU/WikiDocPatientInformation_Dutch_translated_with_MariaNMT,1910.13461,https://arxiv.org/abs/1910.13461,https://arxiv.org/pdf/1910.13461.pdf
UMCU/PubMedCausal_Dutch_translated_with_MariaNMT,1910.13461,https://arxiv.org/abs/1910.13461,https://arxiv.org/pdf/1910.13461.pdf
squarelike/OpenOrca-gugugo-ko,2306.02707,https://arxiv.org/abs/2306.02707,https://arxiv.org/pdf/2306.02707.pdf
squarelike/OpenOrca-gugugo-ko,2301.13688,https://arxiv.org/abs/2301.13688,https://arxiv.org/pdf/2301.13688.pdf
squarelike/OpenOrca-gugugo-ko,2302.13971,https://arxiv.org/abs/2302.13971,https://arxiv.org/pdf/2302.13971.pdf
UMCU/HealthAdvice_Dutch_translated_with_MariaNMT,1910.13461,https://arxiv.org/abs/1910.13461,https://arxiv.org/pdf/1910.13461.pdf
KETI-AIR/kor_qasc,1910.11473,https://arxiv.org/abs/1910.11473,https://arxiv.org/pdf/1910.11473.pdf
KETI-AIR/kor_wiki_hop,1710.06481,https://arxiv.org/abs/1710.06481,https://arxiv.org/pdf/1710.06481.pdf
KETI-AIR/kor_squad_v2,1606.05250,https://arxiv.org/abs/1606.05250,https://arxiv.org/pdf/1606.05250.pdf
lyon-nlp/alloprof,2302.07738,https://arxiv.org/abs/2302.07738,https://arxiv.org/pdf/2302.07738.pdf
lyon-nlp/alloprof,2210.07316,https://arxiv.org/abs/2210.07316,https://arxiv.org/pdf/2210.07316.pdf
lyon-nlp/alloprof,2405.20468,https://arxiv.org/abs/2405.20468,https://arxiv.org/pdf/2405.20468.pdf
kyujinpy/KOR-OpenOrca-Platypus-v3,2306.02707,https://arxiv.org/abs/2306.02707,https://arxiv.org/pdf/2306.02707.pdf
kyujinpy/KOR-OpenOrca-Platypus-v3,2301.13688,https://arxiv.org/abs/2301.13688,https://arxiv.org/pdf/2301.13688.pdf
kyujinpy/KOR-OpenOrca-Platypus-v3,2302.13971,https://arxiv.org/abs/2302.13971,https://arxiv.org/pdf/2302.13971.pdf
creative-graphic-design/PubLayNet,1908.07836,https://arxiv.org/abs/1908.07836,https://arxiv.org/pdf/1908.07836.pdf
allenai/tulu-v2-sft-mixture,2305.18290,https://arxiv.org/abs/2305.18290,https://arxiv.org/pdf/2305.18290.pdf
allenai/tulu-v1-sft-mixture,2306.04751,https://arxiv.org/abs/2306.04751,https://arxiv.org/pdf/2306.04751.pdf
chungimungi/Colors,2311.06542,https://arxiv.org/abs/2311.06542,https://arxiv.org/pdf/2311.06542.pdf
locuslab/TOFU,2401.06121,https://arxiv.org/abs/2401.06121,https://arxiv.org/pdf/2401.06121.pdf
Lin-Chen/ShareGPT4V,2311.12793,https://arxiv.org/abs/2311.12793,https://arxiv.org/pdf/2311.12793.pdf
tarudesu/ViHealthQA,2206.09600,https://arxiv.org/abs/2206.09600,https://arxiv.org/pdf/2206.09600.pdf
bzantium/LITM,2307.03172,https://arxiv.org/abs/2307.03172,https://arxiv.org/pdf/2307.03172.pdf
zeaver/multifactor_hotpotqa_suppfacts,2310.13512,https://arxiv.org/abs/2310.13512,https://arxiv.org/pdf/2310.13512.pdf
zeaver/multifactor_hotpotqa_suppfacts,1809.09600,https://arxiv.org/abs/1809.09600,https://arxiv.org/pdf/1809.09600.pdf
zeaver/multifactor_hotpotqa_suppfacts,1809.02922,https://arxiv.org/abs/1809.02922,https://arxiv.org/pdf/1809.02922.pdf
d0rj/ShareGPT4V-ru,2311.12793,https://arxiv.org/abs/2311.12793,https://arxiv.org/pdf/2311.12793.pdf
nlp-with-deeplearning/ko.SHP,2112.00861,https://arxiv.org/abs/2112.00861,https://arxiv.org/pdf/2112.00861.pdf
nlp-with-deeplearning/ko.SHP,2001.08435,https://arxiv.org/abs/2001.08435,https://arxiv.org/pdf/2001.08435.pdf
nlp-with-deeplearning/Ko.WizardLM_evol_instruct_V2_196k,2308.09583,https://arxiv.org/abs/2308.09583,https://arxiv.org/pdf/2308.09583.pdf
nlp-with-deeplearning/Ko.WizardLM_evol_instruct_V2_196k,2304.12244,https://arxiv.org/abs/2304.12244,https://arxiv.org/pdf/2304.12244.pdf
nlp-with-deeplearning/Ko.WizardLM_evol_instruct_V2_196k,2306.08568,https://arxiv.org/abs/2306.08568,https://arxiv.org/pdf/2306.08568.pdf
zeaver/multifactor_squad1.1_zhou,2310.13512,https://arxiv.org/abs/2310.13512,https://arxiv.org/pdf/2310.13512.pdf
zeaver/multifactor_squad1.1_zhou,1704.01792,https://arxiv.org/abs/1704.01792,https://arxiv.org/pdf/1704.01792.pdf
zeaver/multifactor_squad1.1_zhou,1809.02922,https://arxiv.org/abs/1809.02922,https://arxiv.org/pdf/1809.02922.pdf
lyon-nlp/mteb-fr-retrieval-syntec-s2p,2405.20468,https://arxiv.org/abs/2405.20468,https://arxiv.org/pdf/2405.20468.pdf
meta-math/GSM8K_zh,2309.12284,https://arxiv.org/abs/2309.12284,https://arxiv.org/pdf/2309.12284.pdf
meta-math/MetaMathQA_GSM8K_zh,2309.12284,https://arxiv.org/abs/2309.12284,https://arxiv.org/pdf/2309.12284.pdf
FreedomIntelligence/HuatuoGPT2-SFT-GPT4-140K,2311.09774,https://arxiv.org/abs/2311.09774,https://arxiv.org/pdf/2311.09774.pdf
FreedomIntelligence/HuatuoGPT2-SFT-GPT4-140K,2305.15075,https://arxiv.org/abs/2305.15075,https://arxiv.org/pdf/2305.15075.pdf
Lemoncoke/Marathon,2312.09542,https://arxiv.org/abs/2312.09542,https://arxiv.org/pdf/2312.09542.pdf
Lemoncoke/Marathon,2308.14508,https://arxiv.org/abs/2308.14508,https://arxiv.org/pdf/2308.14508.pdf
Anthropic/discrim-eval,2312.03689,https://arxiv.org/abs/2312.03689,https://arxiv.org/pdf/2312.03689.pdf
d0rj/ShareGPT4V-PT-ru,2311.12793,https://arxiv.org/abs/2311.12793,https://arxiv.org/pdf/2311.12793.pdf
walkernet/test,2304.03277,https://arxiv.org/abs/2304.03277,https://arxiv.org/pdf/2304.03277.pdf
k2141255/RealMedQA,2408.08624,https://arxiv.org/abs/2408.08624,https://arxiv.org/pdf/2408.08624.pdf
bofenghuang/mt-bench-french,2306.05685,https://arxiv.org/abs/2306.05685,https://arxiv.org/pdf/2306.05685.pdf
ericflo/unnaturalhermes-questions-30k,2212.09689,https://arxiv.org/abs/2212.09689,https://arxiv.org/pdf/2212.09689.pdf
ericflo/unnaturalhermes-questions-100k,2212.09689,https://arxiv.org/abs/2212.09689,https://arxiv.org/pdf/2212.09689.pdf
dvruette/truthful_qa_rephrased,2109.07958,https://arxiv.org/abs/2109.07958,https://arxiv.org/pdf/2109.07958.pdf
lorinma/Slim-COIG-Kun,1708.00489,https://arxiv.org/abs/1708.00489,https://arxiv.org/pdf/1708.00489.pdf
yusuke1997/mCSQA,2406.04215,https://arxiv.org/abs/2406.04215,https://arxiv.org/pdf/2406.04215.pdf
csujeong/financial_company_revenue,2210.03350,https://arxiv.org/abs/2210.03350,https://arxiv.org/pdf/2210.03350.pdf
