dataset_id,arxiv_id,abstract_url,pdf_url
csHuang/SafeAligner,2406.18118,https://arxiv.org/abs/2406.18118,https://arxiv.org/pdf/2406.18118.pdf
TaiMingLu/Multilingual-Benchmark,2406.13748,https://arxiv.org/abs/2406.13748,https://arxiv.org/pdf/2406.13748.pdf
U4R/DocGenome,2406.11633,https://arxiv.org/abs/2406.11633,https://arxiv.org/pdf/2406.11633.pdf
XAI/vlmsareblind,2407.06581,https://arxiv.org/abs/2407.06581,https://arxiv.org/pdf/2407.06581.pdf
clarin-pl/PUGG_KBQA,2408.02337,https://arxiv.org/abs/2408.02337,https://arxiv.org/pdf/2408.02337.pdf
clarin-pl/PUGG_MRC,2408.02337,https://arxiv.org/abs/2408.02337,https://arxiv.org/pdf/2408.02337.pdf
ibm-research/BPC,2406.05506,https://arxiv.org/abs/2406.05506,https://arxiv.org/pdf/2406.05506.pdf
HPAI-BSC/medical-specialities,2405.01886,https://arxiv.org/abs/2405.01886,https://arxiv.org/pdf/2405.01886.pdf
martagm17/test,2405.01886,https://arxiv.org/abs/2405.01886,https://arxiv.org/pdf/2405.01886.pdf
zjunlp/KnowUnDo,2407.01920,https://arxiv.org/abs/2407.01920,https://arxiv.org/pdf/2407.01920.pdf
orbinaDev/gsm1k-sample,2405.00332,https://arxiv.org/abs/2405.00332,https://arxiv.org/pdf/2405.00332.pdf
RUC-NLPIR/FlashRAG_datasets,2405.13576,https://arxiv.org/abs/2405.13576,https://arxiv.org/pdf/2405.13576.pdf
malhajar/gsm1k-tr,2405.00332,https://arxiv.org/abs/2405.00332,https://arxiv.org/pdf/2405.00332.pdf
Starscream-11813/ParaMAWPS,2306.13899,https://arxiv.org/abs/2306.13899,https://arxiv.org/pdf/2306.13899.pdf
zhliu/RETURN,2407.10058,https://arxiv.org/abs/2407.10058,https://arxiv.org/pdf/2407.10058.pdf
weixinchen/GRATH,2401.12292,https://arxiv.org/abs/2401.12292,https://arxiv.org/pdf/2401.12292.pdf
Detsutut/biomedical-mmlu-ita,2009.03300,https://arxiv.org/abs/2009.03300,https://arxiv.org/pdf/2009.03300.pdf
Multilingual-Multimodal-NLP/TableBench,2408.09174,https://arxiv.org/abs/2408.09174,https://arxiv.org/pdf/2408.09174.pdf
huuuyeah/SportsMetrics,2402.10979,https://arxiv.org/abs/2402.10979,https://arxiv.org/pdf/2402.10979.pdf
opencompass/NeedleBench,2407.11963,https://arxiv.org/abs/2407.11963,https://arxiv.org/pdf/2407.11963.pdf
Sadanto3933/commonsense_qa,1811.00937,https://arxiv.org/abs/1811.00937,https://arxiv.org/pdf/1811.00937.pdf
HPAI-BSC/headqa-cot-llama31,2405.01886,https://arxiv.org/abs/2405.01886,https://arxiv.org/pdf/2405.01886.pdf
HPAI-BSC/headqa-cot-llama31,1906.04701,https://arxiv.org/abs/1906.04701,https://arxiv.org/pdf/1906.04701.pdf
HPAI-BSC/MMLU-medical-cot-llama31,2405.01886,https://arxiv.org/abs/2405.01886,https://arxiv.org/pdf/2405.01886.pdf
HPAI-BSC/Polymed-QA,2405.01886,https://arxiv.org/abs/2405.01886,https://arxiv.org/pdf/2405.01886.pdf
ricdomolm/lawma-tasks,2407.16615,https://arxiv.org/abs/2407.16615,https://arxiv.org/pdf/2407.16615.pdf
allenai/WildChat-1M-Full,2405.01470,https://arxiv.org/abs/2405.01470,https://arxiv.org/pdf/2405.01470.pdf
allenai/WildChat-1M-Full,2409.03753,https://arxiv.org/abs/2409.03753,https://arxiv.org/pdf/2409.03753.pdf
kimperyang/TOFU-C,2401.06121,https://arxiv.org/abs/2401.06121,https://arxiv.org/pdf/2401.06121.pdf
huawei-noah/human_rank_eval,2405.09186,https://arxiv.org/abs/2405.09186,https://arxiv.org/pdf/2405.09186.pdf
MLVU/MLVU_Test,2406.04264,https://arxiv.org/abs/2406.04264,https://arxiv.org/pdf/2406.04264.pdf
Tevatron/docmatix-ir,2406.11251,https://arxiv.org/abs/2406.11251,https://arxiv.org/pdf/2406.11251.pdf
MBZUAI-Paris/MoroccanWikipedia-QA,2409.17912,https://arxiv.org/abs/2409.17912,https://arxiv.org/pdf/2409.17912.pdf
Bai-YT/RAGDOLL,2406.03589,https://arxiv.org/abs/2406.03589,https://arxiv.org/pdf/2406.03589.pdf
guan-wang/ReDis-QA,2408.08422,https://arxiv.org/abs/2408.08422,https://arxiv.org/pdf/2408.08422.pdf
google/granola-entity-questions,2401.04695,https://arxiv.org/abs/2401.04695,https://arxiv.org/pdf/2401.04695.pdf
AI4H/EC-Guide,2408.02970,https://arxiv.org/abs/2408.02970,https://arxiv.org/pdf/2408.02970.pdf
AiMijie/EC-Guide,2408.02970,https://arxiv.org/abs/2408.02970,https://arxiv.org/pdf/2408.02970.pdf
cosmadrian/romath,2409.11074,https://arxiv.org/abs/2409.11074,https://arxiv.org/pdf/2409.11074.pdf
avemio/German-RAG-SFT-Alpaca-HESSIAN-AI,2406.20094,https://arxiv.org/abs/2406.20094,https://arxiv.org/pdf/2406.20094.pdf
avemio/German-RAG-SFT-Alpaca-HESSIAN-AI,2406.18518,https://arxiv.org/abs/2406.18518,https://arxiv.org/pdf/2406.18518.pdf
MBZUAI-Paris/DarijaMMLU,2409.17912,https://arxiv.org/abs/2409.17912,https://arxiv.org/pdf/2409.17912.pdf
MBZUAI-Paris/DarijaMMLU,2402.12840,https://arxiv.org/abs/2402.12840,https://arxiv.org/pdf/2402.12840.pdf
Fsoft-AIC/MainframeBench,2408.04660,https://arxiv.org/abs/2408.04660,https://arxiv.org/pdf/2408.04660.pdf
avemio/German-RAG-SFT-ShareGPT-HESSIAN-AI,2406.20094,https://arxiv.org/abs/2406.20094,https://arxiv.org/pdf/2406.20094.pdf
avemio/German-RAG-SFT-ShareGPT-HESSIAN-AI,2406.18518,https://arxiv.org/abs/2406.18518,https://arxiv.org/pdf/2406.18518.pdf
milanvelinovski/mk-ultrachat42k,2305.14233,https://arxiv.org/abs/2305.14233,https://arxiv.org/pdf/2305.14233.pdf
milanvelinovski/mk-ultrachat42k,2310.16944,https://arxiv.org/abs/2310.16944,https://arxiv.org/pdf/2310.16944.pdf
LGAI-EXAONE/KoMT-Bench,2306.05685,https://arxiv.org/abs/2306.05685,https://arxiv.org/pdf/2306.05685.pdf
LGAI-EXAONE/KoMT-Bench,2408.03541,https://arxiv.org/abs/2408.03541,https://arxiv.org/pdf/2408.03541.pdf
avemio/German-RAG-CPT-HESSIAN-AI,2406.20094,https://arxiv.org/abs/2406.20094,https://arxiv.org/pdf/2406.20094.pdf
cl-nagoya/ruri-dataset-reranker,2409.07737,https://arxiv.org/abs/2409.07737,https://arxiv.org/pdf/2409.07737.pdf
OpenGVLab/InternVL-Chat-V1-2-SFT-Data,2312.14238,https://arxiv.org/abs/2312.14238,https://arxiv.org/pdf/2312.14238.pdf
OpenGVLab/InternVL-Chat-V1-2-SFT-Data,2404.16821,https://arxiv.org/abs/2404.16821,https://arxiv.org/pdf/2404.16821.pdf
DarthReca/but-they-are-cats-tutorial,2408.08396,https://arxiv.org/abs/2408.08396,https://arxiv.org/pdf/2408.08396.pdf
ibm-research/knowledge_consistency_of_LLMs,2405.20163,https://arxiv.org/abs/2405.20163,https://arxiv.org/pdf/2405.20163.pdf
microsoft/PEACE,2501.06184,https://arxiv.org/abs/2501.06184,https://arxiv.org/pdf/2501.06184.pdf
HiTZ/ARC-eu,1803.05457,https://arxiv.org/abs/1803.05457,https://arxiv.org/pdf/1803.05457.pdf
annnli/TOFU-C,2401.06121,https://arxiv.org/abs/2401.06121,https://arxiv.org/pdf/2401.06121.pdf
annnli/TOFU-Cf,2401.06121,https://arxiv.org/abs/2401.06121,https://arxiv.org/pdf/2401.06121.pdf
annnli/TOFU-Cr,2401.06121,https://arxiv.org/abs/2401.06121,https://arxiv.org/pdf/2401.06121.pdf
ingoziegler/CRAFT-BioQA,2409.02098,https://arxiv.org/abs/2409.02098,https://arxiv.org/pdf/2409.02098.pdf
ingoziegler/CRAFT-MedQA,2409.02098,https://arxiv.org/abs/2409.02098,https://arxiv.org/pdf/2409.02098.pdf
ingoziegler/CRAFT-CommonSenseQA,2409.02098,https://arxiv.org/abs/2409.02098,https://arxiv.org/pdf/2409.02098.pdf
AAAIBenchmark/Multi-Opthalingua,2412.14304,https://arxiv.org/abs/2412.14304,https://arxiv.org/pdf/2412.14304.pdf
thomas-yanxin/MT-SFT-ShareGPT,2304.12244,https://arxiv.org/abs/2304.12244,https://arxiv.org/pdf/2304.12244.pdf
thomas-yanxin/MT-SFT-ShareGPT,2406.08464,https://arxiv.org/abs/2406.08464,https://arxiv.org/pdf/2406.08464.pdf
ChuGyouk/KorMedConceptsQA,2405.07348,https://arxiv.org/abs/2405.07348,https://arxiv.org/pdf/2405.07348.pdf
Coldog2333/JMedBench,2409.13317,https://arxiv.org/abs/2409.13317,https://arxiv.org/pdf/2409.13317.pdf
Coldog2333/JMedBench,2303.18027,https://arxiv.org/abs/2303.18027,https://arxiv.org/pdf/2303.18027.pdf
ibm-research/BoolQ_robustness,1905.10044,https://arxiv.org/abs/1905.10044,https://arxiv.org/pdf/1905.10044.pdf
ibm-research/BoolQ_robustness,2408.01963,https://arxiv.org/abs/2408.01963,https://arxiv.org/pdf/2408.01963.pdf
ibm-research/PopQA_robustness,2408.01963,https://arxiv.org/abs/2408.01963,https://arxiv.org/pdf/2408.01963.pdf
ibm-research/identity_group_abuse_robustness,2408.01963,https://arxiv.org/abs/2408.01963,https://arxiv.org/pdf/2408.01963.pdf
kimperyang/TOFUCr1,2401.06121,https://arxiv.org/abs/2401.06121,https://arxiv.org/pdf/2401.06121.pdf
phucdev/ViMLQA,1910.07475,https://arxiv.org/abs/1910.07475,https://arxiv.org/pdf/1910.07475.pdf
phucdev/ViMLQA,1606.05250,https://arxiv.org/abs/1606.05250,https://arxiv.org/pdf/1606.05250.pdf
swordli/LLaVA-VSD-120K,2408.04957,https://arxiv.org/abs/2408.04957,https://arxiv.org/pdf/2408.04957.pdf
neurotechnology/lt_mmlu,2009.03300,https://arxiv.org/abs/2009.03300,https://arxiv.org/pdf/2009.03300.pdf
neurotechnology/lt_mmlu,2408.12963,https://arxiv.org/abs/2408.12963,https://arxiv.org/pdf/2408.12963.pdf
neurotechnology/lt_arc,2408.12963,https://arxiv.org/abs/2408.12963,https://arxiv.org/pdf/2408.12963.pdf
neurotechnology/lt_thruthful_qa,2109.07958,https://arxiv.org/abs/2109.07958,https://arxiv.org/pdf/2109.07958.pdf
neurotechnology/lt_thruthful_qa,2408.12963,https://arxiv.org/abs/2408.12963,https://arxiv.org/pdf/2408.12963.pdf
masakhane/uhura-arc-easy,1803.05457,https://arxiv.org/abs/1803.05457,https://arxiv.org/pdf/1803.05457.pdf
masakhane/uhura-arc-easy,2412.00948,https://arxiv.org/abs/2412.00948,https://arxiv.org/pdf/2412.00948.pdf
SCAI-JHU/MUMA-TOM-BENCHMARK,2408.12574,https://arxiv.org/abs/2408.12574,https://arxiv.org/pdf/2408.12574.pdf
MMMU/MMMU_Pro,2409.02813,https://arxiv.org/abs/2409.02813,https://arxiv.org/pdf/2409.02813.pdf
cindermond/bento,2009.03300,https://arxiv.org/abs/2009.03300,https://arxiv.org/pdf/2009.03300.pdf
cindermond/bento,2109.01652,https://arxiv.org/abs/2109.01652,https://arxiv.org/pdf/2109.01652.pdf
cindermond/bento,2210.09261,https://arxiv.org/abs/2210.09261,https://arxiv.org/pdf/2210.09261.pdf
cindermond/bento,2304.06364,https://arxiv.org/abs/2304.06364,https://arxiv.org/pdf/2304.06364.pdf
masakhane/uhura-truthfulqa,2109.07958,https://arxiv.org/abs/2109.07958,https://arxiv.org/pdf/2109.07958.pdf
masakhane/uhura-truthfulqa,2412.00948,https://arxiv.org/abs/2412.00948,https://arxiv.org/pdf/2412.00948.pdf
kimperyang/TOFUCrP,2401.06121,https://arxiv.org/abs/2401.06121,https://arxiv.org/pdf/2401.06121.pdf
AmanPriyanshu/FRACTURED-SORRY-Bench-Automated-Multishot-Jailbreak,2408.16163,https://arxiv.org/abs/2408.16163,https://arxiv.org/pdf/2408.16163.pdf
yuyouyu/BeyondDialogue,2408.10903,https://arxiv.org/abs/2408.10903,https://arxiv.org/pdf/2408.10903.pdf
Triangle104/Open-Orca,2306.02707,https://arxiv.org/abs/2306.02707,https://arxiv.org/pdf/2306.02707.pdf
Triangle104/Open-Orca,2301.13688,https://arxiv.org/abs/2301.13688,https://arxiv.org/pdf/2301.13688.pdf
Triangle104/Open-Orca,2302.13971,https://arxiv.org/abs/2302.13971,https://arxiv.org/pdf/2302.13971.pdf
BillBao/Yue-Benchmark,2408.16756,https://arxiv.org/abs/2408.16756,https://arxiv.org/pdf/2408.16756.pdf
kimperyang/TOFU-C-Shuffle,2401.06121,https://arxiv.org/abs/2401.06121,https://arxiv.org/pdf/2401.06121.pdf
dongguanting/VIF-RAG-QA-20K,2410.09584,https://arxiv.org/abs/2410.09584,https://arxiv.org/pdf/2410.09584.pdf
SakanaAI/ChouBun,2410.13166,https://arxiv.org/abs/2410.13166,https://arxiv.org/pdf/2410.13166.pdf
zai-org/LongCite-45k,2409.02897,https://arxiv.org/abs/2409.02897,https://arxiv.org/pdf/2409.02897.pdf
Gyikoo/TOFU-C-single,2401.06121,https://arxiv.org/abs/2401.06121,https://arxiv.org/pdf/2401.06121.pdf
annnli/TOFU-Cbin,2401.06121,https://arxiv.org/abs/2401.06121,https://arxiv.org/pdf/2401.06121.pdf
kimperyang/TOFU-C-Direct,2401.06121,https://arxiv.org/abs/2401.06121,https://arxiv.org/pdf/2401.06121.pdf
adorkin/dbpedia-entity-est,2412.20597,https://arxiv.org/abs/2412.20597,https://arxiv.org/pdf/2412.20597.pdf
AliMaatouk/Tele-Eval,2409.05314,https://arxiv.org/abs/2409.05314,https://arxiv.org/pdf/2409.05314.pdf
ilsp/mt-bench-greek,2505.13772,https://arxiv.org/abs/2505.13772,https://arxiv.org/pdf/2505.13772.pdf
fzkuji/CMB,2308.08833,https://arxiv.org/abs/2308.08833,https://arxiv.org/pdf/2308.08833.pdf
ParsiAI/FarsInstruct,2407.11186,https://arxiv.org/abs/2407.11186,https://arxiv.org/pdf/2407.11186.pdf
ahmedselhady/ArabicMMLU_grouped,2402.12840,https://arxiv.org/abs/2402.12840,https://arxiv.org/pdf/2402.12840.pdf
U4R/ChartX,2402.12185,https://arxiv.org/abs/2402.12185,https://arxiv.org/pdf/2402.12185.pdf
intronhealth/afrimedqa_v2,2411.15640,https://arxiv.org/abs/2411.15640,https://arxiv.org/pdf/2411.15640.pdf
Gyikoo/TOFU-C-All,2401.06121,https://arxiv.org/abs/2401.06121,https://arxiv.org/pdf/2401.06121.pdf
openai/MMMLU,2009.03300,https://arxiv.org/abs/2009.03300,https://arxiv.org/pdf/2009.03300.pdf
genloop/FHIR_QnA_Query-Based_Resource_Relevance_Classification_T1,2501.13687,https://arxiv.org/abs/2501.13687,https://arxiv.org/pdf/2501.13687.pdf
genloop/FHIR_QnA_Query-Based_Resource_Relevance_Classification_T1_complete,2501.13687,https://arxiv.org/abs/2501.13687,https://arxiv.org/pdf/2501.13687.pdf
Linkseed/FineRob,2412.03148,https://arxiv.org/abs/2412.03148,https://arxiv.org/pdf/2412.03148.pdf
sbintuitions/MMLU-Pro,2406.01574,https://arxiv.org/abs/2406.01574,https://arxiv.org/pdf/2406.01574.pdf
declare-lab/Trust-Data,2409.11242,https://arxiv.org/abs/2409.11242,https://arxiv.org/pdf/2409.11242.pdf
MBZUAI-Paris/Darija-SFT-Mixture,2409.17912,https://arxiv.org/abs/2409.17912,https://arxiv.org/pdf/2409.17912.pdf
akoksal/muri-it-language-split,2409.12958,https://arxiv.org/abs/2409.12958,https://arxiv.org/pdf/2409.12958.pdf
QCRI/AraDiCE,2409.11404,https://arxiv.org/abs/2409.11404,https://arxiv.org/pdf/2409.11404.pdf
CaraJ/MMSearch,2409.12959,https://arxiv.org/abs/2409.12959,https://arxiv.org/pdf/2409.12959.pdf
memari/booksort,2410.08133,https://arxiv.org/abs/2410.08133,https://arxiv.org/pdf/2410.08133.pdf
patrickamadeus/vqa-nle-llava,2409.14785,https://arxiv.org/abs/2409.14785,https://arxiv.org/pdf/2409.14785.pdf
MBZUAI-Paris/DarijaHellaSwag,2409.17912,https://arxiv.org/abs/2409.17912,https://arxiv.org/pdf/2409.17912.pdf
rhesis/Insurance-ChatBot-TestBench-Sample,2311.08370,https://arxiv.org/abs/2311.08370,https://arxiv.org/pdf/2311.08370.pdf
rhesis/Insurance-ChatBot-TestBench-Sample,2308.09662,https://arxiv.org/abs/2308.09662,https://arxiv.org/pdf/2308.09662.pdf
rhesis/Insurance-ChatBot-TestBench-Sample,2310.12505,https://arxiv.org/abs/2310.12505,https://arxiv.org/pdf/2310.12505.pdf
rhesis/Insurance-ChatBot-TestBench-Sample,2306.11507,https://arxiv.org/abs/2306.11507,https://arxiv.org/pdf/2306.11507.pdf
rhesis/Insurance-ChatBot-TestBench-Sample,2011.00620,https://arxiv.org/abs/2011.00620,https://arxiv.org/pdf/2011.00620.pdf
Omartificial-Intelligence-Space/Arabic_Openai_MMMLU,2009.03300,https://arxiv.org/abs/2009.03300,https://arxiv.org/pdf/2009.03300.pdf
ibm-research/acp_bench,2503.24378,https://arxiv.org/abs/2503.24378,https://arxiv.org/pdf/2503.24378.pdf
shahab7899/MediConfusion,2409.15477,https://arxiv.org/abs/2409.15477,https://arxiv.org/pdf/2409.15477.pdf
shahab7899/MediConfusion,2405.10004,https://arxiv.org/abs/2405.10004,https://arxiv.org/pdf/2405.10004.pdf
4n3mone/mmmlu_kor,2009.03300,https://arxiv.org/abs/2009.03300,https://arxiv.org/pdf/2009.03300.pdf
kaiyuyue/llava-1.5-665k-instructions,2505.22664,https://arxiv.org/abs/2505.22664,https://arxiv.org/pdf/2505.22664.pdf
kaiyuyue/llava-1.5-665k-instructions,2310.03744,https://arxiv.org/abs/2310.03744,https://arxiv.org/pdf/2310.03744.pdf
furonghuang-lab/PHTest,2310.15140,https://arxiv.org/abs/2310.15140,https://arxiv.org/pdf/2310.15140.pdf
furonghuang-lab/PHTest,2409.00598,https://arxiv.org/abs/2409.00598,https://arxiv.org/pdf/2409.00598.pdf
Monosail/HADES,2403.09792,https://arxiv.org/abs/2403.09792,https://arxiv.org/pdf/2403.09792.pdf
annnli/TOFU-C-All,2401.06121,https://arxiv.org/abs/2401.06121,https://arxiv.org/pdf/2401.06121.pdf
borderlines/bordirlines,2410.01171,https://arxiv.org/abs/2410.01171,https://arxiv.org/pdf/2410.01171.pdf
digitalfabrik/integreat-qa,1806.03822,https://arxiv.org/abs/1806.03822,https://arxiv.org/pdf/1806.03822.pdf
1-800-SHARED-TASKS/MeetingBank-QA-Summarization-Instruct,2403.12968,https://arxiv.org/abs/2403.12968,https://arxiv.org/pdf/2403.12968.pdf
TIGER-Lab/WebInstructFull,2405.03548,https://arxiv.org/abs/2405.03548,https://arxiv.org/pdf/2405.03548.pdf
JMMMU/JMMMU,2410.17250,https://arxiv.org/abs/2410.17250,https://arxiv.org/pdf/2410.17250.pdf
usail-hkust/JailJudge,2410.12855,https://arxiv.org/abs/2410.12855,https://arxiv.org/pdf/2410.12855.pdf
avemio/German-RAG-ORPO-Alpaca-HESSIAN-AI,2406.20094,https://arxiv.org/abs/2406.20094,https://arxiv.org/pdf/2406.20094.pdf
avemio/German-RAG-ORPO-ShareGPT-HESSIAN-AI,2406.20094,https://arxiv.org/abs/2406.20094,https://arxiv.org/pdf/2406.20094.pdf
Salesforce/FaithEval-unanswerable-v1.0,2410.03727,https://arxiv.org/abs/2410.03727,https://arxiv.org/pdf/2410.03727.pdf
shaily99/eecc,2406.11565,https://arxiv.org/abs/2406.11565,https://arxiv.org/pdf/2406.11565.pdf
copenlu/dynamicqa,2407.17023,https://arxiv.org/abs/2407.17023,https://arxiv.org/pdf/2407.17023.pdf
smartcat/ms_marco_sr,1611.09268,https://arxiv.org/abs/1611.09268,https://arxiv.org/pdf/1611.09268.pdf
huuuyeah/SportsGen,2406.12084,https://arxiv.org/abs/2406.12084,https://arxiv.org/pdf/2406.12084.pdf
smartcat/squad_sr,1606.05250,https://arxiv.org/abs/1606.05250,https://arxiv.org/pdf/1606.05250.pdf
smartcat/squad_sr,2404.08617,https://arxiv.org/abs/2404.08617,https://arxiv.org/pdf/2404.08617.pdf
vanyacohen/CaT-Bench,2406.15823,https://arxiv.org/abs/2406.15823,https://arxiv.org/pdf/2406.15823.pdf
WorldMedQA/V,2410.12722,https://arxiv.org/abs/2410.12722,https://arxiv.org/pdf/2410.12722.pdf
ifujisawa/procbench,2410.03117,https://arxiv.org/abs/2410.03117,https://arxiv.org/pdf/2410.03117.pdf
MMIE/MMIE,2410.10139,https://arxiv.org/abs/2410.10139,https://arxiv.org/pdf/2410.10139.pdf
Duguce/TurtleBench1.5k,2410.05262,https://arxiv.org/abs/2410.05262,https://arxiv.org/pdf/2410.05262.pdf
ciol-research/Dhoroni,2410.17225,https://arxiv.org/abs/2410.17225,https://arxiv.org/pdf/2410.17225.pdf
thongnguyen5999/egoqa,2405.19723,https://arxiv.org/abs/2405.19723,https://arxiv.org/pdf/2405.19723.pdf
thongnguyen5999/madqa,2405.19723,https://arxiv.org/abs/2405.19723,https://arxiv.org/pdf/2405.19723.pdf
Jonaszky123/L-CiteEval,2410.02115,https://arxiv.org/abs/2410.02115,https://arxiv.org/pdf/2410.02115.pdf
jrc/data-viz-qa,1710.07300,https://arxiv.org/abs/1710.07300,https://arxiv.org/pdf/1710.07300.pdf
jrc/data-viz-qa,1909.00997,https://arxiv.org/abs/1909.00997,https://arxiv.org/pdf/1909.00997.pdf
jrc/data-viz-qa,2203.10244,https://arxiv.org/abs/2203.10244,https://arxiv.org/pdf/2203.10244.pdf
QCRI/MultiNativQA,2407.09823,https://arxiv.org/abs/2407.09823,https://arxiv.org/pdf/2407.09823.pdf
megagonlabs/holobench,2410.11996,https://arxiv.org/abs/2410.11996,https://arxiv.org/pdf/2410.11996.pdf
liuganghuggingface/Llamole-MolQA,2410.04223,https://arxiv.org/abs/2410.04223,https://arxiv.org/pdf/2410.04223.pdf
uclanlp/MRAG-Bench,2410.08182,https://arxiv.org/abs/2410.08182,https://arxiv.org/pdf/2410.08182.pdf
next-tat/MMDocBench,2410.21311,https://arxiv.org/abs/2410.21311,https://arxiv.org/pdf/2410.21311.pdf
mjuicem/StreamingBench,2411.03628,https://arxiv.org/abs/2411.03628,https://arxiv.org/pdf/2411.03628.pdf
mjuicem/StreamingBench,2503.12769,https://arxiv.org/abs/2503.12769,https://arxiv.org/pdf/2503.12769.pdf
weblab-GENIAC/aya-ja-evol-instruct-calm3-dpo-masked,2304.12244,https://arxiv.org/abs/2304.12244,https://arxiv.org/pdf/2304.12244.pdf
weblab-GENIAC/Open-Platypus-Japanese-masked,2308.07317,https://arxiv.org/abs/2308.07317,https://arxiv.org/pdf/2308.07317.pdf
SafeMTData/SafeMTData,2410.10700,https://arxiv.org/abs/2410.10700,https://arxiv.org/pdf/2410.10700.pdf
Chouoftears/Single-DriveLM-NuScenes-VQA,2312.14150,https://arxiv.org/abs/2312.14150,https://arxiv.org/pdf/2312.14150.pdf
FreedomIntelligence/ApolloMoEDataset,2410.10626,https://arxiv.org/abs/2410.10626,https://arxiv.org/pdf/2410.10626.pdf
FreedomIntelligence/ApolloMoEBench,2410.10626,https://arxiv.org/abs/2410.10626,https://arxiv.org/pdf/2410.10626.pdf
DAMO-NLP-SG/CMM,2410.12787,https://arxiv.org/abs/2410.12787,https://arxiv.org/pdf/2410.12787.pdf
jiazhengli/Rationale_MCTS,2406.19949,https://arxiv.org/abs/2406.19949,https://arxiv.org/pdf/2406.19949.pdf
jiazhengli/Synthetic_Rationale,2406.19949,https://arxiv.org/abs/2406.19949,https://arxiv.org/pdf/2406.19949.pdf
orange-sk/VisualReasoner-1M,2406.19934,https://arxiv.org/abs/2406.19934,https://arxiv.org/pdf/2406.19934.pdf
m-a-p/CII-Bench,2410.13854,https://arxiv.org/abs/2410.13854,https://arxiv.org/pdf/2410.13854.pdf
Fsoft-AIC/CodeMMLU,2410.01999,https://arxiv.org/abs/2410.01999,https://arxiv.org/pdf/2410.01999.pdf
sambanovasystems/attackqa,2411.01073,https://arxiv.org/abs/2411.01073,https://arxiv.org/pdf/2411.01073.pdf
neulab/MultiUI,2410.13824,https://arxiv.org/abs/2410.13824,https://arxiv.org/pdf/2410.13824.pdf
ChuGyouk/CompositionalGSM_augmented,2410.01748,https://arxiv.org/abs/2410.01748,https://arxiv.org/pdf/2410.01748.pdf
ChuGyouk/CompositionalGSM_augmented,2410.01560,https://arxiv.org/abs/2410.01560,https://arxiv.org/pdf/2410.01560.pdf
jiahaonie/MMRel,2406.09121,https://arxiv.org/abs/2406.09121,https://arxiv.org/pdf/2406.09121.pdf
jiahaonie/MMRel,2410.15926,https://arxiv.org/abs/2410.15926,https://arxiv.org/pdf/2410.15926.pdf
jiahaonie/MMRel,2310.03744,https://arxiv.org/abs/2310.03744,https://arxiv.org/pdf/2310.03744.pdf
Virtue-AI-HUB/SecCodePLT,2410.11096,https://arxiv.org/abs/2410.11096,https://arxiv.org/pdf/2410.11096.pdf
USTC-KnowledgeComputingLab/ElectrolyteBench,2409.18695,https://arxiv.org/abs/2409.18695,https://arxiv.org/pdf/2409.18695.pdf
Writer/FailSafeQA,2502.06329,https://arxiv.org/abs/2502.06329,https://arxiv.org/pdf/2502.06329.pdf
le-leadboard/bbh-fr,2210.09261,https://arxiv.org/abs/2210.09261,https://arxiv.org/pdf/2210.09261.pdf
TIGER-Lab/MEGA-Bench,2410.10563,https://arxiv.org/abs/2410.10563,https://arxiv.org/pdf/2410.10563.pdf
luojunyu/SemiEvol,2410.14745,https://arxiv.org/abs/2410.14745,https://arxiv.org/pdf/2410.14745.pdf
AutonLab/TimeSeriesExam1,2410.14752,https://arxiv.org/abs/2410.14752,https://arxiv.org/pdf/2410.14752.pdf
Psychotherapy-LLM/CBT-Bench,2410.13218,https://arxiv.org/abs/2410.13218,https://arxiv.org/pdf/2410.13218.pdf
yujunzhou/LabSafety_Bench,2410.14182,https://arxiv.org/abs/2410.14182,https://arxiv.org/pdf/2410.14182.pdf
neulab/PangeaInstruct,2410.16153,https://arxiv.org/abs/2410.16153,https://arxiv.org/pdf/2410.16153.pdf
abdoelsayed/reranking-datasets,2502.02464,https://arxiv.org/abs/2502.02464,https://arxiv.org/pdf/2502.02464.pdf
K-and-K/knights-and-knaves,2410.23123,https://arxiv.org/abs/2410.23123,https://arxiv.org/pdf/2410.23123.pdf
llm-editing/HalluEditBench,2410.16251,https://arxiv.org/abs/2410.16251,https://arxiv.org/pdf/2410.16251.pdf
andrewliao11/Q-Spatial-Bench,2409.09788,https://arxiv.org/abs/2409.09788,https://arxiv.org/pdf/2409.09788.pdf
K-and-K/perturbed-knights-and-knaves,2410.23123,https://arxiv.org/abs/2410.23123,https://arxiv.org/pdf/2410.23123.pdf
Chuanyang-Jin/MMToM-QA,2401.08743,https://arxiv.org/abs/2401.08743,https://arxiv.org/pdf/2401.08743.pdf
lmarena-ai/Llama-3-70b-battles,2410.12851,https://arxiv.org/abs/2410.12851,https://arxiv.org/pdf/2410.12851.pdf
lmarena-ai/Llama-3-70b-battles,2312.02974,https://arxiv.org/abs/2312.02974,https://arxiv.org/pdf/2312.02974.pdf
HPAI-BSC/medqa-cot-llama31,2405.01886,https://arxiv.org/abs/2405.01886,https://arxiv.org/pdf/2405.01886.pdf
HPAI-BSC/medqa-cot-llama31,2009.13081,https://arxiv.org/abs/2009.13081,https://arxiv.org/pdf/2009.13081.pdf
HPAI-BSC/medmcqa-cot-llama31,2405.01886,https://arxiv.org/abs/2405.01886,https://arxiv.org/pdf/2405.01886.pdf
